Sensor.Gene	Sensor.Name	Sensor.Type	Sensor.Pathway	HMDB.ID	Metabolite.Name	Metabolite.Class	Metabolite.Pathway	Long.Range.Channel	Evidences	Sources
CHRNA3	Neuronal acetylcholine receptor subunit alpha-3	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	39686588; 33380469	MetalinkDB
CHRNA4	Neuronal acetylcholine receptor subunit alpha-4	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	15902904;	Mebocost; MetalinkDB
CHRNA4	Neuronal acetylcholine receptor subunit alpha-4	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0001934	Nicotine	Organoheterocyclic compounds		Blood,Saliva,Urine	38056431	MetaChatDB
CHRNA5	Neuronal acetylcholine receptor subunit alpha-5	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0001934	Nicotine	Organoheterocyclic compounds		Blood,Saliva,Urine	38879667	MetaChatDB
CHRNA5	Neuronal acetylcholine receptor subunit alpha-5	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	36798433	MetalinkDB
CHRNA6	Neuronal acetylcholine receptor subunit alpha-6	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	32330292	MetalinkDB
CHRNA7	Neuronal acetylcholine receptor subunit alpha-7 (nAChR7) (Nicotinic acetylcholine receptor subunit alpha-7)	receptor,transporter	WP4454: Acetylcholine binding and downstream events; WP4222: Phosphodiesterases in neuronal function	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	32321403;	Mebocost; MetalinkDB
CHRNA9	Neuronal acetylcholine receptor subunit alpha-9 (Nicotinic acetylcholine receptor subunit alpha-9) (NACHR alpha-9)	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	40267137	MetalinkDB
CHRNB1	Acetylcholine receptor subunit beta	receptor,transporter		HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	35074870	MetalinkDB
CHRNB2	Neuronal acetylcholine receptor subunit beta-2	receptor,transporter	WP3594: Circadian rhythm genes; WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	26904947; 34331011	MetalinkDB
CHRNB3	Neuronal acetylcholine receptor subunit beta-3	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	39686588	MetalinkDB
CHRNB4	Neuronal acetylcholine receptor subunit beta-4	receptor,transporter	WP4454: Acetylcholine binding and downstream events; WP4049: Neutrophil degranulation	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	26904947	MetalinkDB
CHRND	Acetylcholine receptor subunit delta	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	16916845	MetalinkDB
CHRNE	Acetylcholine receptor subunit epsilon	receptor,transporter	WP4454: Acetylcholine binding and downstream events	HMDB0000895	Acetylcholine	Organic nitrogen compounds	Phospholipid Biosynthesis	Cerebrospinal Fluid (CSF),Saliva	38233267; 32727330	MetalinkDB
CLCNKA	Chloride channel protein ClC-Ka (Chloride channel Ka) (ClC-K1)	transporter		HMDB0000492	Chloride ion	Homogeneous non-metal compounds	Starch and sucrose metabolism	Blood,Cerebrospinal Fluid (CSF),Saliva,Sweat,Urine	31231963	MetaChatDB
CLEC4F	C-type lectin domain family 4 member F (C-type lectin superfamily member 13) (C-type lectin 13)	receptor		HMDB0000143	D-Galactose	Organic oxygen compounds	Galactose Metabolism; Nucleotide Sugars Metabolism; Starch and sucrose metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	30590594	MetaChatDB
CNGA1	Cyclic nucleotide-gated channel alpha-1 (CNG channel alpha-1) (CNG-1) (CNG1) (Cyclic nucleotide-gated channel, photoreceptor) (Rod photoreceptor cGMP-gated cation channel subunit alpha) (cGMP-gated cation channel alpha-1)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection; WP2776: Visual phototransduction	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	16473910	MetaChatDB
CNGA2	Cyclic nucleotide-gated channel alpha-2 (CNG channel alpha-2) (CNG-2) (CNG2) (Olfactory cyclic nucleotide-gated channel subunit 1) (OCNC1)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	17322905; 22786723	MetaChatDB
CNGA3	Cyclic nucleotide-gated channel alpha-3 (CNG channel alpha-3) (CNG-3) (CNG3) (Cone photoreceptor cGMP-gated channel subunit alpha-3)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	24027293	MetaChatDB
CNGB1	Cyclic nucleotide-gated channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Glutamic acid-rich protein) (GARP)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection; WP2776: Visual phototransduction	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	7680013	MetaChatDB
CNGB1	Cyclic nucleotide-gated channel beta-1 (CNG channel beta-1) (Cyclic nucleotide-gated cation channel 4) (CNG channel 4) (CNG-4) (CNG4) (Cyclic nucleotide-gated cation channel gamma) (Cyclic nucleotide-gated cation channel modulatory subunit) (Glutamic acid-rich protein) (GARP)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection; WP2776: Visual phototransduction	HMDB0000058	Cyclic AMP	Nucleosides, nucleotides, and analogues	Purine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	32272140	MetaChatDB
CNGB3	Cyclic nucleotide-gated channel beta-3 (CNG channel beta-3) (Cone photoreceptor cGMP-gated channel subunit beta) (Cyclic nucleotide-gated cation channel beta-3) (Cyclic nucleotide-gated cation channel modulatory subunit)	transporter	WP4008: NO/cGMP/PKG mediated neuroprotection	HMDB0001314	Cyclic GMP	Nucleosides, nucleotides, and analogues		Blood,Cerebrospinal Fluid (CSF)	37463923	MetaChatDB
CNR1	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	receptor	WP247: Small ligand GPCRs; WP117: GPCRs, other; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP2380: Brain-derived neurotrophic factor (BDNF) signaling	HMDB0013078	Stearoylethanolamide	Organic nitrogen compounds		Blood,Feces,Urine	29145497	MetalinkDB
CNR1	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	receptor	WP247: Small ligand GPCRs; WP117: GPCRs, other; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP2380: Brain-derived neurotrophic factor (BDNF) signaling	HMDB0004080	Anandamide	Organic nitrogen compounds		Blood,Cerebrospinal Fluid (CSF),Urine	17935697; 26900150;	Mebocost; MetalinkDB
CNR1	Cannabinoid receptor 1 (CB-R) (CB1) (CANN6)	receptor	WP247: Small ligand GPCRs; WP117: GPCRs, other; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like; WP3679: Cell-type dependent selectivity of CCK2R signaling; WP2380: Brain-derived neurotrophic factor (BDNF) signaling	HMDB0013655	O-Arachidonoyl Ethanolamine	Lipids and lipid-like molecules			40119741	MetalinkDB
CNR2	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	receptor	WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0036792	beta-Caryophyllene	Lipids and lipid-like molecules		Feces,Saliva	25033246	MetaChatDB
CNR2	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	receptor	WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0013655	O-Arachidonoyl Ethanolamine	Lipids and lipid-like molecules			40119741	MetalinkDB
CNR2	Cannabinoid receptor 2 (CB-2) (CB2) (hCB2) (CX5)	receptor	WP247: Small ligand GPCRs; WP3869: Cannabinoid receptor signaling; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0004080	Anandamide	Organic nitrogen compounds		Blood,Cerebrospinal Fluid (CSF),Urine	26900150; 20133390;	Mebocost; MetalinkDB
CRABP1	Cellular retinoic acid-binding protein 1 (Cellular retinoic acid-binding protein I) (CRABP-I)	transporter	WP4421: Signaling by retinoic acid	HMDB0001852	all-trans-Retinoic acid	Lipids and lipid-like molecules	Retinol Metabolism	Blood,Urine	31344789	MetaChatDB
CRABP2	Cellular retinoic acid-binding protein 2 (Cellular retinoic acid-binding protein II) (CRABP-II)	transporter	WP4421: Signaling by retinoic acid	HMDB0001852	all-trans-Retinoic acid	Lipids and lipid-like molecules	Retinol Metabolism	Blood,Urine	31566355	MetaChatDB
CUBN	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	receptor,transporter		HMDB0003550	Calcidiol	Lipids and lipid-like molecules		Blood,Urine	Recon2	Mebocost
CUBN	Cubilin (460 kDa receptor) (Intestinal intrinsic factor receptor) (Intrinsic factor-cobalamin receptor) (Intrinsic factor-vitamin B12 receptor)	receptor,transporter		HMDB0002086	Adenosylcobalamin	Organoheterocyclic compounds	Propanoate metabolism; Valine, leucine and isoleucine degradation		Recon2	Mebocost
CXCR4	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	receptor	WP5434: Cancer pathways; WP3929: Chemokine signaling; WP5422: IL19 signaling; WP4494: Selective expression of chemokine receptors during T-cell polarization; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP1918: Signaling by ROBO receptors; WP455: GPCRs, class A rhodopsin-like; WP5473: Cytokine-cytokine receptor interaction; WP24: Peptide GPCRs	HMDB0000870	Histamine	Organic nitrogen compounds	Histidine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	36732336	MetalinkDB
CXCR4	C-X-C chemokine receptor type 4 (CXC-R4) (CXCR-4) (FB22) (Fusin) (HM89) (LCR1) (Leukocyte-derived seven transmembrane domain receptor) (LESTR) (Lipopolysaccharide-associated protein 3) (LAP-3) (LPS-associated protein 3) (NPYRL) (Stromal cell-derived factor 1 receptor) (SDF-1 receptor) (CD antigen CD184)	receptor	WP5434: Cancer pathways; WP3929: Chemokine signaling; WP5422: IL19 signaling; WP4494: Selective expression of chemokine receptors during T-cell polarization; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP1918: Signaling by ROBO receptors; WP455: GPCRs, class A rhodopsin-like; WP5473: Cytokine-cytokine receptor interaction; WP24: Peptide GPCRs	HMDB0000050	Adenosine	Nucleosides, nucleotides, and analogues	Glycine, serine and threonine metabolism; Methionine Metabolism; Purine metabolism; Selenocompound metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	16823836	MetalinkDB
CYSLTR1	Cysteinyl leukotriene receptor 1 (CysLTR1) (Cysteinyl leukotriene D4 receptor) (LTD4 receptor) (G-protein coupled receptor HG55) (HMTMF81)	receptor	WP4424: G alpha (q) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0001198	Leukotriene C4	Organic acids and derivatives	Arachidonic Acid Metabolism	Blood,Cerebrospinal Fluid (CSF)	27990118; 28667163	MetalinkDB
CYSLTR2	Cysteinyl leukotriene receptor 2 (CysLTR2) (G-protein coupled receptor GPCR21) (hGPCR21) (G-protein coupled receptor HG57) (HPN321)	receptor	WP4424: G alpha (q) signaling events; WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP4420: Class B/2 (secretin family receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0003080	Leukotriene D4	Lipids and lipid-like molecules	Arachidonic Acid Metabolism	Blood,Cerebrospinal Fluid (CSF)	33753496	MetaChatDB
CYSLTR2	Cysteinyl leukotriene receptor 2 (CysLTR2) (G-protein coupled receptor GPCR21) (hGPCR21) (G-protein coupled receptor HG57) (HPN321)	receptor	WP4424: G alpha (q) signaling events; WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP4420: Class B/2 (secretin family receptors); WP455: GPCRs, class A rhodopsin-like	HMDB0001198	Leukotriene C4	Organic acids and derivatives	Arachidonic Acid Metabolism	Blood,Cerebrospinal Fluid (CSF)	33753496	MetalinkDB
DRD1	D(1A) dopamine receptor (Dopamine D1 receptor)	receptor	WP3594: Circadian rhythm genes; WP4427: G alpha (s) signaling events; WP4222: Phosphodiesterases in neuronal function; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	33017522; 30967134; 12047334; 24909515;	Mebocost; MetaChatDB; MetalinkDB
DRD2	D(2) dopamine receptor (Dopamine D2 receptor)	receptor	WP3594: Circadian rhythm genes; WP4222: Phosphodiesterases in neuronal function; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000050	Adenosine	Nucleosides, nucleotides, and analogues	Glycine, serine and threonine metabolism; Methionine Metabolism; Purine metabolism; Selenocompound metabolism	Blood,Breast Milk,Cellular Cytoplasm,Cerebrospinal Fluid (CSF),Feces,Saliva,Urine	35724635	MetalinkDB
DRD2	D(2) dopamine receptor (Dopamine D2 receptor)	receptor	WP3594: Circadian rhythm genes; WP4222: Phosphodiesterases in neuronal function; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	21070510; 10578238; 30967134; 17476365; 15084894; 20975260; 23717492; 17466074; 24772965; 23232665; 26015071; 29466326; 18192895; 19635551; 22876458; 19931559; 11979061; 18366720; 24834916; 23947671; 23266708; 15542698; 29992511; 9129716; 21592505; 10235293; 16403463; 19803686; 11256581; 12497624; 30651332; 24288745;	Mebocost; MetalinkDB
DRD3	D(3) dopamine receptor (Dopamine D3 receptor)	receptor	WP3594: Circadian rhythm genes; WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	18366720; 30967134; 12047334; 10578238; 23232665; 29525179; 7914177; 17616385; 17466074; 19931559; 23063408;	Mebocost; MetalinkDB
DRD4	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	receptor	WP3594: Circadian rhythm genes; WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	36267569	MetalinkDB
DRD4	D(4) dopamine receptor (D(2C) dopamine receptor) (Dopamine D4 receptor)	receptor	WP3594: Circadian rhythm genes; WP117: GPCRs, other; WP4423: G alpha (i) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	18366720; 23717434; 30967134; 15627814; 12624717; 15292670; 16182111; 21615938; 22725835; 22356182; 22575564; 12707943; 27217152; 33868590; 14605948; 17466074; 16930369; 19931559;	Mebocost; MetalinkDB
DRD5	D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (Dopamine D5 receptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000073	Dopamine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Feces,Urine	10578238; 12047334;	Mebocost; MetalinkDB
DRD5	D(1B) dopamine receptor (D(5) dopamine receptor) (D1beta dopamine receptor) (Dopamine D5 receptor)	receptor	WP4427: G alpha (s) signaling events; WP4419: Class A/1 (rhodopsin-like receptors); WP58: Monoamine GPCRs; WP455: GPCRs, class A rhodopsin-like	HMDB0000216	Norepinephrine	Benzenoids	Tyrosine metabolism	Blood,Cerebrospinal Fluid (CSF),Urine	40023842	MetalinkDB
EGFR	Epidermal growth factor receptor (EC 2.7.10.1) (Proto-oncogene c-ErbB-1) (Receptor tyrosine-protein kinase erbB-1)	receptor	WP5434: Cancer pathways; WP2735: RAF/MAP kinase cascade; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP437: EGF/EGFR signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling; WP5158: Urotensin-II-mediated signaling; WP1843: L1CAM interactions; WP4540: Hippo signaling regulation; WP4541: Hippo-Merlin signaling dysregulation; WP5300: TROP2 regulatory signaling; WP4977: Extra-nuclear estrogen signaling; WP138: Androgen receptor signaling; WP2593: JAK/STAT pathway; WP2324: AGE/RAGE pathway; WP382: MAPK signaling; WP2643: Nanoparticle-mediated activation of receptor signaling; WP2781: Signaling by ERBB4; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4086: Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors; WP5475: Hallmark of cancer: sustaining proliferative signaling; WP306: Focal adhesion; WP2586: Aryl hydrocarbon receptor pathway; WP4538: Regulatory circuits of STAT3 signaling; WP4857: Endothelin pathway; WP2664: Gastrin-CREB signaling via PKC and MAPK; WP673: ErbB signaling; WP51: Regulation of actin cytoskeleton; WP4437: Signaling by PTK6; WP2780: Signaling by ERBB2; WP1910: Signaling by EGFR; WP2873: Aryl hydrocarbon receptor pathway; WP2722: Signaling by NOTCH3; WP2882: Nuclear receptors meta-pathway; WP2653: PIP3 activates AKT signaling; WP4223: Ras signaling; WP2870: Extracellular vesicle-mediated signaling in recipient cells; WP4659: Gastrin signaling; WP4172: PI3K-Akt signaling	HMDB0000626	Deoxycholic acid	Lipids and lipid-like molecules	Primary bile acid biosynthesis	Bile,Blood,Feces,Urine	27086143	MetalinkDB
