,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
1523,HMDB0002151,Nr1i2,,WP170: Nuclear receptors; WP2289: Drug induction of bile acid pathway; WP2876: Pregnane X receptor pathway; WP2880: Glucocorticoid receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP4545: Oxysterols derived from cholesterol; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists,Dimethyl sulfoxide,"Cerebrospinal Fluid (CSF),Feces"
1524,HMDB0002183,Pparg,Alpha-linolenic acid metabolism,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Docosahexaenoic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Urine"
1525,HMDB0002183,Rxra,Alpha-linolenic acid metabolism,"WP1531: Vitamin D metabolism; WP1541: Energy metabolism; WP170: Nuclear receptors; WP236: Adipogenesis; WP2874: Liver X receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2878: PPAR-alpha pathway; WP2879: Farnesoid X receptor pathway; WP2880: Glucocorticoid receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP3599: Transcription factor regulation in adipogenesis; WP3915: Angiopoietin-like protein 8 regulatory pathway; WP3942: PPAR signaling pathway; WP3995: Prion disease pathway; WP4141: PI3K/AKT/mTOR - vitamin D3 signaling; WP4255: Non-small cell lung cancer; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4396: Nonalcoholic fatty liver disease; WP4482: Vitamin D in inflammatory diseases; WP4658: Small cell lung cancer; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP5113: Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway; WP5130: Th17 cell differentiation pathway; WP5238: Cholestasis; WP5351: Kleefstra syndrome; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism",Docosahexaenoic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Urine"
1526,HMDB0002183,Ffar4,Alpha-linolenic acid metabolism,,Docosahexaenoic acid,"Blood,Cerebrospinal Fluid (CSF),Feces,Urine"
1527,HMDB0002326,Esr1,,"WP170: Nuclear receptors; WP2034: Leptin signaling pathway; WP2586: Aryl hydrocarbon receptor pathway; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP4262: Breast cancer pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4545: Oxysterols derived from cholesterol; WP4673: Male infertility; WP4949: 16p11.2 proximal deletion syndrome; WP5235: Estradiol regulation in porto-sinusoidal vascular disease; WP5269: Genetic causes of porto-sinusoidal vascular disease; WP5316: Primary ovarian insufficiency; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5345: 1p36 copy number variation syndrome; WP5368: Sulfatase and aromatase pathway; WP5434: Pathways in cancer; WP712: Estrogen signaling pathway",Coumesterol,"Blood,Urine"
1528,HMDB0002338,Esr1,,"WP170: Nuclear receptors; WP2034: Leptin signaling pathway; WP2586: Aryl hydrocarbon receptor pathway; WP2814: Mammary gland development pathway - Puberty (Stage 2 of 4); WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2881: Estrogen receptor pathway; WP2882: Nuclear receptors meta-pathway; WP4262: Breast cancer pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4545: Oxysterols derived from cholesterol; WP4673: Male infertility; WP4949: 16p11.2 proximal deletion syndrome; WP5235: Estradiol regulation in porto-sinusoidal vascular disease; WP5269: Genetic causes of porto-sinusoidal vascular disease; WP5316: Primary ovarian insufficiency; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5345: 1p36 copy number variation syndrome; WP5368: Sulfatase and aromatase pathway; WP5434: Pathways in cancer; WP712: Estrogen signaling pathway",Biochanin A,"Blood,Urine"
1529,HMDB0002369,Nr1h2,Retinol metabolism,WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP4545: Oxysterols derived from cholesterol; WP4718: Cholesterol metabolism with Bloch and Kandutsch-Russell pathways; WP5329: Cholesterol biosynthesis pathway in hepatocytes; WP5381: Smith-Magenis and Potocki-Lupski syndrome copy number variation,9-cis-Retinoic acid,Blood
1530,HMDB0002369,Ncoa1,Retinol metabolism,WP138: Androgen receptor signaling pathway; WP1541: Energy metabolism; WP2034: Leptin signaling pathway; WP236: Adipogenesis; WP2873: Aryl hydrocarbon receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP364: IL6 signaling pathway; WP4262: Breast cancer pathway; WP5434: Pathways in cancer,9-cis-Retinoic acid,Blood
1531,HMDB0002369,Rxrg,Retinol metabolism,"WP170: Nuclear receptors; WP236: Adipogenesis; WP3942: PPAR signaling pathway; WP4255: Non-small cell lung cancer; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4658: Small cell lung cancer; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism",9-cis-Retinoic acid,Blood
1532,HMDB0002369,Rxrb,Retinol metabolism,"WP1531: Vitamin D metabolism; WP170: Nuclear receptors; WP3942: PPAR signaling pathway; WP4255: Non-small cell lung cancer; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4658: Small cell lung cancer; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism",9-cis-Retinoic acid,Blood
1533,HMDB0002369,Rarg,Retinol metabolism,WP170: Nuclear receptors; WP2853: Endoderm differentiation; WP2857: Mesodermal commitment pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP5053: Development of ureteric collection system; WP5397: Vitamin A1 and A5/X pathways; WP716: Vitamin A and carotenoid metabolism,9-cis-Retinoic acid,Blood
1534,HMDB0002369,Ncoa2,Retinol metabolism,WP138: Androgen receptor signaling pathway; WP2355: Corticotropin-releasing hormone signaling pathway; WP236: Adipogenesis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP3594: Circadian rhythm genes,9-cis-Retinoic acid,Blood
1535,HMDB0002369,Rarb,Retinol metabolism,WP170: Nuclear receptors; WP2857: Mesodermal commitment pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP4255: Non-small cell lung cancer; WP4658: Small cell lung cancer; WP5053: Development of ureteric collection system; WP5236: Markers of kidney cell lineage; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism,9-cis-Retinoic acid,Blood
1536,HMDB0002369,Rxra,Retinol metabolism,"WP1531: Vitamin D metabolism; WP1541: Energy metabolism; WP170: Nuclear receptors; WP236: Adipogenesis; WP2874: Liver X receptor pathway; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2877: Vitamin D receptor pathway; WP2878: PPAR-alpha pathway; WP2879: Farnesoid X receptor pathway; WP2880: Glucocorticoid receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2884: NRF2 pathway; WP3599: Transcription factor regulation in adipogenesis; WP3915: Angiopoietin-like protein 8 regulatory pathway; WP3942: PPAR signaling pathway; WP3995: Prion disease pathway; WP4141: PI3K/AKT/mTOR - vitamin D3 signaling; WP4255: Non-small cell lung cancer; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4396: Nonalcoholic fatty liver disease; WP4482: Vitamin D in inflammatory diseases; WP4658: Small cell lung cancer; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP5113: Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway; WP5130: Th17 cell differentiation pathway; WP5238: Cholestasis; WP5351: Kleefstra syndrome; WP5397: Vitamin A1 and A5/X pathways; WP5434: Pathways in cancer; WP716: Vitamin A and carotenoid metabolism",9-cis-Retinoic acid,Blood
1537,HMDB0002369,Vdr,Retinol metabolism,"WP1531: Vitamin D metabolism; WP170: Nuclear receptors; WP2289: Drug induction of bile acid pathway; WP2877: Vitamin D receptor pathway; WP2882: Nuclear receptors meta-pathway; WP299: Nuclear receptors in lipid metabolism and toxicity; WP34: Ovarian infertility; WP4141: PI3K/AKT/mTOR - vitamin D3 signaling; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4342: Vitamins A and D - action mechanisms; WP4482: Vitamin D in inflammatory diseases; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4969: RAS and bradykinin pathways in COVID-19; WP5273: Effect of intestinal microbiome on anticoagulant response of vitamin K antagonists",9-cis-Retinoic acid,Blood
1538,HMDB0002369,Pparg,Retinol metabolism,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",9-cis-Retinoic acid,Blood
1539,HMDB0002395,Rorc,,WP170: Nuclear receptors; WP3594: Circadian rhythm genes; WP4545: Oxysterols derived from cholesterol; WP4657: 22q11.2 copy number variation syndrome; WP5130: Th17 cell differentiation pathway; WP5198: Inflammatory bowel disease signaling; WP5347: IL-26 signaling pathways,Ursolic acid,Feces
1540,HMDB0002457,Axl,,WP4217: Ebola virus infection in host; WP4806: EGFR tyrosine kinase inhibitor resistance; WP5090: Complement system in neuronal development and plasticity,Nickel,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1541,HMDB0002457,Acvrl1,,WP4331: Neovascularization processes; WP5300: TROP2 regulatory signaling,Nickel,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1542,HMDB0002457,Ptprj,,WP3888: VEGFA-VEGFR2 signaling,Nickel,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1543,HMDB0002457,Alk,,WP2848: Pluripotent stem cell differentiation pathway; WP4205: MET in type 1 papillary renal cell carcinoma; WP4255: Non-small cell lung cancer; WP4928: MAPK pathway in congenital thyroid cancer; WP4931: Direct reversal repair; WP5173: Disorders of galactose metabolism ; WP5348: 11p11.2 copy number variation syndrome ; WP5381: Smith-Magenis and Potocki-Lupski syndrome copy number variation; WP5434: Pathways in cancer,Nickel,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1544,HMDB0002457,Egfr,,"WP138: Androgen receptor signaling pathway; WP2261: Glioblastoma signaling pathways; WP2324: AGE/RAGE pathway; WP2363: Gastric cancer network 2; WP2431: Spinal cord injury; WP2586: Aryl hydrocarbon receptor pathway; WP2643: Nanoparticle-mediated activation of receptor signaling; WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP2828: Bladder cancer; WP2840: Hair follicle development: cytodifferentiation - part 3 of 3; WP2868: TCA cycle nutrient use and invasiveness of ovarian cancer; WP2870: Extracellular vesicle-mediated signaling in recipient cells; WP2873: Aryl hydrocarbon receptor pathway; WP2882: Nuclear receptors meta-pathway; WP306: Focal adhesion; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP3611: Photodynamic therapy-induced AP-1 survival signaling; WP3680: Physico-chemical features and toxicity-associated pathways; WP382: MAPK signaling pathway; WP3853: ERK pathway in Huntington's disease; WP3873: RIOK1 and RIOK2 in EGFR- and PI3K-mediated tumorigenesis; WP3927: BMP signaling in eyelid development; WP3931: Embryonic stem cell pluripotency pathways; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4018: Clear cell renal cell carcinoma pathways; WP4155: Endometrial cancer; WP4172: PI3K-Akt signaling pathway; WP4217: Ebola virus infection in host; WP4223: Ras signaling; WP4255: Non-small cell lung cancer; WP4262: Breast cancer pathway; WP4263: Pancreatic adenocarcinoma pathway; WP4300: Extracellular vesicles in the crosstalk of cardiac cells; WP437: EGF/EGFR signaling pathway; WP4483: Relationship between inflammation, COX-2 and EGFR; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP4657: 22q11.2 copy number variation syndrome; WP4659: Gastrin signaling pathway; WP4674: Head and neck squamous cell carcinoma; WP4806: EGFR tyrosine kinase inhibitor resistance; WP5087: Pleural mesothelioma; WP51: Regulation of actin cytoskeleton; WP5144: NRP1-triggered signaling pathways in pancreatic cancer ; WP5158: Urotensin-II-mediated signaling pathway; WP5224: 2q37 copy number variation syndrome; WP5300: TROP2 regulatory signaling; WP5362: TAR syndrome; WP5366: NF1 copy number variation syndrome ; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP5426: HDAC6 interactions in the central nervous system; WP5434: Pathways in cancer; WP673: ErbB signaling pathway",Nickel,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
1545,HMDB0002457,Adrb2,,"WP117: GPCRs, other; WP2877: Vitamin D receptor pathway; WP3888: VEGFA-VEGFR2 signaling; WP455: GPCRs, class A rhodopsin-like; WP4589: Major receptors targeted by epinephrine and norepinephrine; WP4962: Airway smooth muscle cell contraction; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5344: Cardiomyocyte signaling pathways converging on titin; WP536: Calcium regulation in cardiac cells; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs",Nickel,"Blood,Cerebrospinal Fluid (CSF),Saliva,Urine"
