,Metabolite,Sensor,Metabolite.Pathway,Sensor.Pathway,Metabolite.Names,Long.Range.Channel
1125,HMDB0000801,PPARG,,"WP1403: AMP-activated protein kinase signaling; WP1541: Energy metabolism; WP170: Nuclear receptors; WP1982: Sterol regulatory element-binding proteins (SREBP) signaling; WP2011: SREBF and miR33 in cholesterol and lipid homeostasis; WP236: Adipogenesis; WP2456: HIF1A and PPARG regulation of glycolysis; WP2875: Constitutive androstane receptor pathway; WP2876: Pregnane X receptor pathway; WP2879: Farnesoid X receptor pathway; WP2882: Nuclear receptors meta-pathway; WP2895: Differentiation of white and brown adipocyte; WP299: Nuclear receptors in lipid metabolism and toxicity; WP3407: FTO obesity variant mechanism; WP3594: Circadian rhythm genes; WP3599: Transcription factor regulation in adipogenesis; WP363: Wnt signaling pathway; WP3630: NAD metabolism, sirtuins and aging; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP391: Mitochondrial gene expression; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3942: PPAR signaling pathway; WP4149: White fat cell differentiation; WP4191: Caloric restriction and aging; WP4211: Transcriptional cascade regulating adipogenesis; WP4321: Thermogenesis; WP4659: Gastrin signaling pathway; WP4719: Eicosanoid metabolism via cyclooxygenases (COX); WP4720: Eicosanoid metabolism via cytochrome P450 monooxygenases pathway; WP4746: Thyroid hormones production and peripheral downstream signaling effects; WP4787: Osteoblast differentiation and related diseases; WP4844: Influence of laminopathies on Wnt signaling; WP4879: Overlap between signal transduction pathways contributing to LMNA laminopathies; WP4949: 16p11.2 proximal deletion syndrome; WP4970: Galanin receptor pathway; WP5066: FOXA2 pathway; WP5087: Pleural mesothelioma; WP5102: Familial partial lipodystrophy; WP5103: Progeria-associated lipodystrophy; WP5231: Hippocampal synaptogenesis and neurogenesis; WP5294: Sildenafil treatment; WP5318: Female steroid hormones in cardiomyocyte energy metabolism; WP5342: Pathophysiological roles of DUX4 in FSHD1; WP5402: 10q22q23 copy number variation; WP5434: Pathways in cancer; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways; WP98: Prostaglandin synthesis and regulation",Phytanic acid,"Blood,Feces"
1126,HMDB0000803,CD3G,,WP4585: Cancer immunotherapy by PD-1 blockade; WP4630: Measles virus infection; WP4884: Pathogenesis of SARS-CoV-2 mediated by nsp9-nsp10 complex; WP5072: Modulators of TCR signaling and T cell activation; WP5098: T-cell activation SARS-CoV-2; WP5115: Network map of SARS-CoV-2 signaling pathway; WP5130: Th17 cell differentiation pathway; WP69: T-cell receptor signaling pathway,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1127,HMDB0000803,ADGRL3,,"WP117: GPCRs, other; WP334: GPCRs, class B secretin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1128,HMDB0000803,TNFRSF11A,,WP12: Osteoclast signaling; WP2018: RANKL/RANK signaling pathway; WP2817: Mammary gland development pathway - Pregnancy and lactation (Stage 3 of 4); WP3594: Circadian rhythm genes; WP4786: Type I collagen synthesis in the context of osteogenesis imperfecta; WP4788: Autosomal recessive osteopetrosis pathways; WP5187: mRNA vaccine activation of dendritic cell and induction of IFN-1; WP5205: Clock-controlled autophagy in bone metabolism,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1129,HMDB0000803,GRIN2B,,WP2059: Alzheimer's disease and miRNA effects; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4148: Splicing factor NOVA regulated synaptic proteins; WP4222: Phosphodiesterases in neuronal function; WP4223: Ras signaling; WP4312: Rett syndrome; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4754: IL-18 signaling pathway; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5380: 5q35 copy number variation; WP5398: NRXN1 deletion syndrome; WP5417: Cell lineage map for neuronal differentiation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1130,HMDB0000803,CHRNA3,,WP1602: Nicotine effect on dopaminergic neurons; WP1603: Nicotine effect on chromaffin cells,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1131,HMDB0000803,CDH17,,WP4540: Hippo signaling regulation pathways; WP4541: Hippo-Merlin signaling dysregulation; WP5087: Pleural mesothelioma; WP5390: Pancreatic cancer subtypes,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1132,HMDB0000803,VSIR,,WP5078: T cell modulation in pancreatic cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1133,HMDB0000803,LGR4,,WP3594: Circadian rhythm genes,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1134,HMDB0000803,GLP1R,,"WP334: GPCRs, class B secretin-like",beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1135,HMDB0000803,NECTIN2,,WP727: Monoamine transport,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1136,HMDB0000803,GABRA1,,WP3947: Serotonin and anxiety; WP4159: GABA receptor signaling; WP4549: Fragile X syndrome; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1137,HMDB0000803,EPHB2,,WP2038: Microtubule cytoskeleton regulation; WP288: Nod-like receptor (NLR) signaling pathway; WP3: Transcriptional activation by NRF2 in response to phytochemicals; WP3888: VEGFA-VEGFR2 signaling; WP4331: Neovascularization processes; WP4357: NRF2-ARE regulation; WP4564: Neural crest cell migration during development; WP4565: Neural crest cell migration in cancer; WP5191: Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1138,HMDB0000803,PVR,,WP5078: T cell modulation in pancreatic cancer; WP5092: Interactions of natural killer cells in pancreatic cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1139,HMDB0000803,ACVR2A,,WP2857: Mesodermal commitment pathway,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1140,HMDB0000803,PLAUR,,WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP2806: Complement system; WP3888: VEGFA-VEGFR2 signaling; WP3896: Dengue-2 interactions with complement and coagulation cascades; WP558: Complement and coagulation cascades,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1141,HMDB0000803,HTR3A,,WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1142,HMDB0000803,CHRNB3,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1143,HMDB0000803,GRIN2D,,WP2059: Alzheimer's disease and miRNA effects; WP3944: Serotonin and anxiety-related events; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4222: Phosphodiesterases in neuronal function; WP4288: MTHFR deficiency; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1144,HMDB0000803,NPR3,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1145,HMDB0000803,CEACAM3,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1146,HMDB0000803,GABBR1,,"WP4159: GABA receptor signaling; WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5417: Cell lineage map for neuronal differentiation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1147,HMDB0000803,GFRA2,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1148,HMDB0000803,TNFRSF1A,,"WP1772: Apoptosis modulation and signaling; WP2059: Alzheimer's disease and miRNA effects; WP231: TNF-alpha signaling pathway; WP2447: Amyotrophic lateral sclerosis (ALS); WP2513: Nanoparticle triggered regulated necrosis; WP254: Apoptosis; WP2795: Cardiac hypertrophic response; WP3611: Photodynamic therapy-induced AP-1 survival signaling; WP3617: Photodynamic therapy-induced NF-kB survival signaling; WP382: MAPK signaling pathway; WP384: Apoptosis modulation by HSP70; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP4341: Non-genomic actions of 1,25 dihydroxyvitamin D3; WP4396: Nonalcoholic fatty liver disease; WP453: Inflammatory response pathway; WP4754: IL-18 signaling pathway; WP4838: Regucalcin in proximal tubule epithelial kidney cells; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5181: Roles of ceramides in development of insulin resistance; WP5182: Pro-survival signaling of neuroprotectin D1; WP5258: Role of ROS in COVID-19 endothelial dysfunction; WP5422: IL-19 signaling pathway",beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1149,HMDB0000803,GRM2,,"WP501: GPCRs, class C metabotropic glutamate, pheromone; WP5083: Neuroinflammation and glutamatergic signaling; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP",beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1150,HMDB0000803,PLA2R1,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1151,HMDB0000803,HTR2B,,"WP455: GPCRs, class A rhodopsin-like; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP58: Monoamine GPCRs; WP732: Serotonin receptor 2 and ELK-SRF/GATA4 signaling",beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1152,HMDB0000803,GABRA5,,WP3998: Prader-Willi and Angelman syndrome; WP4159: GABA receptor signaling; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1153,HMDB0000803,IL6ST,,WP1528: Physiological and pathological hypertrophy of the heart; WP1544: MicroRNAs in cardiomyocyte hypertrophy; WP2332: Interleukin-11 signaling pathway; WP236: Adipogenesis; WP2374: Oncostatin M signaling pathway; WP2815: Mammary gland development pathway - Involution (Stage 4 of 4); WP364: IL6 signaling pathway; WP3931: Embryonic stem cell pluripotency pathways; WP4337: ncRNAs involved in STAT3 signaling in hepatocellular carcinoma; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP5033: Genes associated with the development of rheumatoid arthritis; WP5036: Angiotensin II receptor type 1 pathway; WP5063: FOXP3 in COVID-19; WP5083: Neuroinflammation and glutamatergic signaling; WP5434: Pathways in cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1154,HMDB0000803,IL7R,,WP205: IL-7 signaling pathway; WP2203: Thymic stromal lymphopoietin (TSLP) signaling pathway; WP2864: Apoptosis-related network due to altered Notch3 in ovarian cancer; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP5063: FOXP3 in COVID-19; WP5434: Pathways in cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1155,HMDB0000803,IL10RA,,WP3945: TYROBP causal network in microglia; WP4495: IL-10 anti-inflammatory signaling pathway ; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP5083: Neuroinflammation and glutamatergic signaling,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1156,HMDB0000803,ABCG2,,WP1601: Fluoropyrimidine activity; WP229: Irinotecan pathway; WP3612: Photodynamic therapy-induced NFE2L2 (NRF2) survival signaling; WP3640: Imatinib and chronic myeloid leukemia; WP4917: Proximal tubule transport,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1157,HMDB0000803,IL2RG,,WP205: IL-7 signaling pathway; WP22: IL-9 signaling pathway; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP395: IL-4 signaling pathway; WP4172: PI3K-Akt signaling pathway; WP453: Inflammatory response pathway; WP4538: Regulatory circuits of the STAT3 signaling pathway; WP4559: Interactions between immune cells and microRNAs in tumor microenvironment; WP4630: Measles virus infection; WP49: IL-2 signaling pathway; WP5063: FOXP3 in COVID-19; WP5174: Ulcerative colitis signaling; WP5198: Inflammatory bowel disease signaling; WP5434: Pathways in cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1158,HMDB0000803,NCR3LG1,,WP5092: Interactions of natural killer cells in pancreatic cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1159,HMDB0000803,MCOLN1,,WP2007: Iron metabolism in placenta,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1160,HMDB0000803,TFRC,,WP2007: Iron metabolism in placenta; WP4313: Ferroptosis; WP4906: 3q29 copy number variation syndrome; WP5172: Iron metabolism disorders,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1161,HMDB0000803,GRIN1,,WP2059: Alzheimer's disease and miRNA effects; WP2380: Brain-derived neurotrophic factor (BDNF) signaling pathway; WP2431: Spinal cord injury; WP2636: Common pathways underlying drug addiction; WP3584: MECP2 and associated Rett syndrome; WP3676: BDNF-TrkB signaling; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4148: Splicing factor NOVA regulated synaptic proteins; WP4222: Phosphodiesterases in neuronal function; WP4223: Ras signaling; WP4288: MTHFR deficiency; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5380: 5q35 copy number variation; WP5398: NRXN1 deletion syndrome; WP5417: Cell lineage map for neuronal differentiation; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP; WP706: Sudden infant death syndrome (SIDS) susceptibility pathways,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1162,HMDB0000803,GABRG2,,WP3998: Prader-Willi and Angelman syndrome; WP4148: Splicing factor NOVA regulated synaptic proteins; WP4159: GABA receptor signaling; WP4549: Fragile X syndrome; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1163,HMDB0000803,GRIN2A,,WP2059: Alzheimer's disease and miRNA effects; WP2636: Common pathways underlying drug addiction; WP3591: Sleep regulation; WP4008: NO/cGMP/PKG mediated neuroprotection; WP4222: Phosphodiesterases in neuronal function; WP4223: Ras signaling; WP4288: MTHFR deficiency; WP4312: Rett syndrome; WP4539: Synaptic signaling pathways associated with autism spectrum disorder; WP4549: Fragile X syndrome; WP4685: Melanoma; WP4698: Vitamin D-sensitive calcium signaling in depression; WP4875: Disruption of postsynaptic signaling by CNV; WP5083: Neuroinflammation and glutamatergic signaling; WP5124: Alzheimer's disease; WP5398: NRXN1 deletion syndrome; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1164,HMDB0000803,LRP6,,WP1544: MicroRNAs in cardiomyocyte hypertrophy; WP2059: Alzheimer's disease and miRNA effects; WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP363: Wnt signaling pathway; WP3658: Wnt/beta-catenin signaling pathway in leukemia; WP3931: Embryonic stem cell pluripotency pathways; WP399: Wnt signaling pathway and pluripotency; WP4150: Wnt signaling in kidney disease; WP4239: Epithelial to mesenchymal transition in colorectal cancer; WP4258: lncRNA in canonical Wnt signaling and colorectal cancer; WP4262: Breast cancer pathway; WP428: Wnt signaling; WP4336: ncRNAs involved in Wnt signaling in hepatocellular carcinoma; WP4786: Type I collagen synthesis in the context of osteogenesis imperfecta; WP4787: Osteoblast differentiation and related diseases; WP5087: Pleural mesothelioma; WP5124: Alzheimer's disease; WP5434: Pathways in cancer; WP5442: Wnt/Beta-catenin signaling inhibitors in current and past clinical trials,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1165,HMDB0000803,GABRA4,,WP4159: GABA receptor signaling; WP4829: mBDNF and proBDNF regulation of GABA neurotransmission; WP5420: ADHD and autism (ASD) linked metabolic pathways and SNP,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1166,HMDB0000803,S1PR5,,WP26: S1P receptor signal transduction; WP5121: Sphingolipid metabolism in senescence,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1167,HMDB0000803,IL1RAP,,WP195: IL-1 signaling pathway; WP2637: Interleukin-1 (IL-1) structural pathway; WP4496: Signal transduction through IL1R; WP5222: 2q13 copy number variation syndrome,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1168,HMDB0000803,ITGB1,,WP185: Integrin-mediated cell adhesion; WP2037: Prolactin signaling pathway; WP2064: Neural crest differentiation; WP2118: Arrhythmogenic right ventricular cardiomyopathy; WP2272: Pathogenic Escherichia coli infection; WP2572: Primary focal segmental glomerulosclerosis (FSGS); WP2643: Nanoparticle-mediated activation of receptor signaling; WP2813: Mammary gland development pathway - Embryonic development (Stage 1 of 4); WP2839: Hair follicle development: organogenesis - part 2 of 3; WP306: Focal adhesion; WP313: Hepatocyte growth factor receptor signaling; WP3303: RAC1/PAK1/p38/MMP2 pathway; WP366: TGF-beta signaling pathway; WP3850: Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling; WP3888: VEGFA-VEGFR2 signaling; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP4172: PI3K-Akt signaling pathway; WP4217: Ebola virus infection in host; WP4493: Cells and molecules involved in local acute inflammatory response ; WP4534: Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms; WP4541: Hippo-Merlin signaling dysregulation; WP4658: Small cell lung cancer; WP4659: Gastrin signaling pathway; WP4823: Genes controlling nephrogenesis; WP5053: Development of ureteric collection system; WP5087: Pleural mesothelioma; WP5300: TROP2 regulatory signaling; WP5348: 11p11.2 copy number variation syndrome ; WP5353: Macrophage-stimulating protein (MSP) signaling network map; WP5362: TAR syndrome; WP5417: Cell lineage map for neuronal differentiation; WP5434: Pathways in cancer,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1169,HMDB0000803,UNC5A,,WP5380: 5q35 copy number variation,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1170,HMDB0000803,ITGB2,,WP185: Integrin-mediated cell adhesion; WP3932: Focal adhesion: PI3K-Akt-mTOR-signaling pathway; WP3937: Microglia pathogen phagocytosis pathway; WP3945: TYROBP causal network in microglia; WP4136: Fibrin complement receptor 3 signaling pathway; WP4298: Acute viral myocarditis; WP4493: Cells and molecules involved in local acute inflammatory response ; WP4534: Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms; WP4541: Hippo-Merlin signaling dysregulation; WP5087: Pleural mesothelioma; WP5090: Complement system in neuronal development and plasticity; WP5218: Extrafollicular and follicular B cell activation by SARS-CoV-2; WP5348: 11p11.2 copy number variation syndrome ,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1171,HMDB0000803,FCAR,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
1172,HMDB0000803,CD200R1,,,beta-N-Acetylglucosamine,"Blood,Feces,Saliva,Urine"
