met,metName,degree,keggID,hmdbID,stringsAsFactors,compartment,met_no_compartment,met_Rid,ID
T4hcinnm[c],trans-4-coumarate,1,C00811,HMDB02035,FALSE,[c],T4hcinnm,T4hcinnm.c.,HMDB0002035
34dhcinm[c],trans-caffeate,1,C01197,HMDB03501,FALSE,[c],34dhcinm,X34dhcinm.c.,HMDB0003501
dtdprmn[c],dTDP-L-rhamnose,1,C03319,HMDB06354,FALSE,[c],dtdprmn,dtdprmn.c.,HMDB0006354
tetpent3coa[m],"tetracosapentaenoyl coenzyme A, n-3",1,C16167,,FALSE,[m],tetpent3coa,tetpent3coa.m.,
tetpent6coa[m],"tetracosapentaenoyl coenzyme A, n-6",1,C16172,,FALSE,[m],tetpent6coa,tetpent6coa.m.,
tettet6coa[m],tetracosatetraenoyl coenzyme A,1,C16171,HMDB06516,FALSE,[m],tettet6coa,tettet6coa.m.,HMDB0006516
thm[m],Thiamin,1,C00378,HMDB00235,FALSE,[m],thm,thm.m.,HMDB0000235
phom[c],O-phosphonato-L-homoserine(2-),1,C01102,HMDB03484,FALSE,[c],phom,phom.c.,HMDB0003484
tre[c],Trehalose,1,C01083,HMDB00975,FALSE,[c],tre,tre.c.,HMDB0000975
ts3[c],Tachysterol 3,1,C07711,HMDB06560,FALSE,[c],ts3,ts3.c.,HMDB0006560
udpg[g],UDPglucose,1,C00029,HMDB00286,FALSE,[g],udpg,udpg.g.,HMDB0000286
udpacgal[r],UDP-N-acetyl-D-galactosamine(2-),1,C00203,HMDB00304,FALSE,[r],udpacgal,udpacgal.r.,HMDB0000304
ahandrostan[r],3alpha-hydroxy-5beta-androstan-17-one,1,C04373,HMDB00490,FALSE,[r],ahandrostan,ahandrostan.r.,HMDB0000490
whtststerone[c],w hydroxy testosterone,1,C05294,HMDB06769,FALSE,[c],whtststerone,whtststerone.c.,HMDB0006769
xol7ah2[r],"5beta-cholestane-3alpha,7alpha-diol",1,C05452,HMDB06893,FALSE,[r],xol7ah2,xol7ah2.r.,HMDB0006893
xoldiolone[m],"7alpha,12alpha-Dihydroxycholest-4-en-3-one",1,C17339,HMDB02197,FALSE,[m],xoldiolone,xoldiolone.m.,HMDB0002197
Ser_Gly_Ala_X_Gly[r],protein-linked serine residue (glycosaminoglycan attachment site),1,,,FALSE,[r],Ser_Gly_Ala_X_Gly,Ser_Gly_Ala_X_Gly.r.,
HC02119[c],Adenosylmethioninamine-potential,1,,,FALSE,[c],HC02119,HC02119.c.,
HC00832[c],L-Fuculose,1,C01721,,FALSE,[c],HC00832,HC00832.c.,
HC01797[c],Activated_methyl_group,1,C10905,,FALSE,[c],HC01797,HC01797.c.,
lanost[x],lanosterol,1,C01724,HMDB01251,FALSE,[x],lanost,lanost.x.,HMDB0001251
dhcholoylcoa[m],"3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA",1,C05447,HMDB06895,FALSE,[m],dhcholoylcoa,dhcholoylcoa.m.,HMDB0006895
HC00005[r],ApoB100,1,,,FALSE,[r],HC00005,HC00005.r.,
HC00009[r],ApoE,1,,,FALSE,[r],HC00009,HC00009.r.,
HC00004[r],ApoA1,1,,,FALSE,[r],HC00004,HC00004.r.,
HC00006[r],ApoC1,1,,,FALSE,[r],HC00006,HC00006.r.,
HC00007[r],ApoC2,1,,,FALSE,[r],HC00007,HC00007.r.,
HC00008[r],ApoC3,1,,,FALSE,[r],HC00008,HC00008.r.,
cdpchol[r],CDPcholine,1,C00307,HMDB01413,FALSE,[r],cdpchol,cdpchol.r.,HMDB0001413
HC02020[l],Cholesterol-ester-palm,1,C11251,HMDB00885,FALSE,[l],HC02020,HC02020.l.,HMDB0000885
HC02022[l],Cholesterol-ester-stea,1,,,FALSE,[l],HC02022,HC02022.l.,
HC02023[l],Cholesterol-ester-ol,1,,,FALSE,[l],HC02023,HC02023.l.,
HC02024[l],Cholesterol-ester-lin,1,,,FALSE,[l],HC02024,HC02024.l.,
HC02027[l],Cholesterol-ester-arach,1,,,FALSE,[l],HC02027,HC02027.l.,
HC02029[c],1-Acylglycerol-3P-palm,1,,,FALSE,[c],HC02029,HC02029.c.,
HC02030[c],1-Acylglycerol-3P-palmn,1,,,FALSE,[c],HC02030,HC02030.c.,
HC02031[c],1-Acylglycerol-3P-stea,1,,,FALSE,[c],HC02031,HC02031.c.,
HC02032[c],1-Acylglycerol-3P-ol,1,,,FALSE,[c],HC02032,HC02032.c.,
HC02033[c],1-Acylglycerol-3P-lin,1,,,FALSE,[c],HC02033,HC02033.c.,
HC02036[c],1-Acylglycerol-3P-arach,1,,,FALSE,[c],HC02036,HC02036.c.,
HC02111[c],ATP-energy,1,,,FALSE,[c],HC02111,HC02111.c.,
HC02111[m],ATP-energy,1,,,FALSE,[m],HC02111,HC02111.m.,
HC02112[r],NADH-redox-potential,1,,,FALSE,[r],HC02112,HC02112.r.,
HC02112[c],NADH-redox-potential,1,,,FALSE,[c],HC02112,HC02112.c.,
HC02112[m],NADH-redox-potential,1,,,FALSE,[m],HC02112,HC02112.m.,
HC02112[x],NADH-redox-potential,1,,,FALSE,[x],HC02112,HC02112.x.,
HC02113[r],NADPH-redox-potential,1,,,FALSE,[r],HC02113,HC02113.r.,
HC02113[c],NADPH-redox-potential,1,,,FALSE,[c],HC02113,HC02113.c.,
HC02113[m],NADPH-redox-potential,1,,,FALSE,[m],HC02113,HC02113.m.,
HC02113[x],NADPH-redox-potential,1,,,FALSE,[x],HC02113,HC02113.x.,
HC02114[c],FADH-redox-potential,1,,,FALSE,[c],HC02114,HC02114.c.,
HC02115[m],Proton-gradient,1,,,FALSE,[m],HC02115,HC02115.m.,
HC02115[c],Proton-gradient,1,,,FALSE,[c],HC02115,HC02115.c.,
HC02116[c],activated-sulphur,1,,,FALSE,[c],HC02116,HC02116.c.,
HC00005[l],ApoB100,1,,,FALSE,[l],HC00005,HC00005.l.,
HC00009[l],ApoE,1,,,FALSE,[l],HC00009,HC00009.l.,
HC02223[m],mitoACP,1,,,FALSE,[m],HC02223,HC02223.m.,
HC02154[c],GM4-pool,1,,,FALSE,[c],HC02154,HC02154.c.,
C01241[c],Phosphatidyl-N-methylethanolamine,1,,,FALSE,[c],C01241,C01241.c.,
C01241[m],Phosphatidyl-N-methylethanolamine,1,,,FALSE,[m],C01241,C01241.m.,
C01241[r],Phosphatidyl-N-methylethanolamine,1,,,FALSE,[r],C01241,C01241.r.,
glcn[c],D-gluconate,1,C00257,HMDB00625,FALSE,[c],glcn,glcn.c.,HMDB0000625
ocdca[m],octadecanoate (n-C18:0),1,C01530,HMDB00827,FALSE,[m],ocdca,ocdca.m.,HMDB0000827
ocdca[x],octadecanoate (n-C18:0),1,C01530,HMDB00827,FALSE,[x],ocdca,ocdca.x.,HMDB0000827
dtmp[n],dTMP,1,C00364,HMDB01227,FALSE,[n],dtmp,dtmp.n.,HMDB0001227
trdrd[n],Reduced thioredoxin,1,C00342,,FALSE,[n],trdrd,trdrd.n.,
trdox[n],Oxidized thioredoxin,1,C00343,,FALSE,[n],trdox,trdox.n.,
CE2421[c],(3S)-3-hydroxylinoleoyl-CoA,1,,HMDB12477,FALSE,[c],CE2421,CE2421.c.,HMDB0012477
CE0713[c],3-oxolinoleoyl-CoA,1,,,FALSE,[c],CE0713,CE0713.c.,
C10164[c],Picolinic acid,1,C10164,HMDB02243,FALSE,[c],C10164,C10164.c.,HMDB0002243
CE2242[c],trans-docos-2-enoyl-CoA,1,,,FALSE,[c],CE2242,CE2242.c.,
CE2242[n],trans-docos-2-enoyl-CoA,1,,,FALSE,[n],CE2242,CE2242.n.,
malcoa[n],Malonyl-CoA,1,C00083,HMDB01175,FALSE,[n],malcoa,malcoa.n.,HMDB0001175
CE2253[n],3-oxotetracosanoyl-CoA,1,,,FALSE,[n],CE2253,CE2253.n.,
CE2253[c],3-oxotetracosanoyl-CoA,1,,,FALSE,[c],CE2253,CE2253.c.,
arach[m],arachidate,1,C06425,HMDB02212,FALSE,[m],arach,arach.m.,HMDB0002212
arach[x],arachidate,1,C06425,HMDB02212,FALSE,[x],arach,arach.x.,HMDB0002212
CE2254[c],docosanoyl-CoA,1,C16528,HMDB12930,FALSE,[c],CE2254,CE2254.c.,HMDB0012930
C08281[c],behenate,1,C08281,HMDB00944,FALSE,[c],C08281,C08281.c.,HMDB0000944
CE2254[m],docosanoyl-CoA,1,C16528,HMDB12930,FALSE,[m],CE2254,CE2254.m.,HMDB0012930
C08281[m],behenate,1,C08281,HMDB00944,FALSE,[m],C08281,C08281.m.,HMDB0000944
CE2254[x],docosanoyl-CoA,1,C16528,HMDB12930,FALSE,[x],CE2254,CE2254.x.,HMDB0012930
C08281[x],behenate,1,C08281,HMDB00944,FALSE,[x],C08281,C08281.x.,HMDB0000944
CE2257[m],tetracosanoyl-CoA,1,C16529,HMDB06526,FALSE,[m],CE2257,CE2257.m.,HMDB0006526
lgnc[m],lignocerate,1,C08320,HMDB02003,FALSE,[m],lgnc,lgnc.m.,HMDB0002003
lgnc[x],lignocerate,1,C08320,HMDB02003,FALSE,[x],lgnc,lgnc.x.,HMDB0002003
pmtcoa[l],Palmitoyl-CoA (n-C16:0CoA),1,C00154,HMDB01338,FALSE,[l],pmtcoa,pmtcoa.l.,HMDB0001338
malcoa[l],Malonyl-CoA,1,C00083,HMDB01175,FALSE,[l],malcoa,malcoa.l.,HMDB0001175
co2[l],carbon dioxide,1,C00011,HMDB01967,FALSE,[l],co2,co2.l.,HMDB0001967
3ohodcoa[l],3-Oxooctadecanoyl-CoA,1,C16216,HMDB06498,FALSE,[l],3ohodcoa,X3ohodcoa.l.,HMDB0006498
3ohodcoa[c],3-Oxooctadecanoyl-CoA,1,C16216,HMDB06498,FALSE,[c],3ohodcoa,X3ohodcoa.c.,HMDB0006498
CE2248[c],3-hydroxyoctadecanoyl-CoA,1,C16217,HMDB12715,FALSE,[c],CE2248,CE2248.c.,HMDB0012715
CE2248[r],3-hydroxyoctadecanoyl-CoA,1,C16217,HMDB12715,FALSE,[r],CE2248,CE2248.r.,HMDB0012715
CE2248[n],3-hydroxyoctadecanoyl-CoA,1,C16217,HMDB12715,FALSE,[n],CE2248,CE2248.n.,HMDB0012715
stcoa[n],Stearoyl-CoA (n-C18:0CoA),1,C00412,HMDB01114,FALSE,[n],stcoa,stcoa.n.,HMDB0001114
CE2011[c],hypothiocyanite,1,,HMDB12974,FALSE,[c],CE2011,CE2011.c.,HMDB0012974
tcynt[l],thiocyanate,1,C01755,HMDB01453,FALSE,[l],tcynt,tcynt.l.,HMDB0001453
CE2011[l],hypothiocyanite,1,,HMDB12974,FALSE,[l],CE2011,CE2011.l.,HMDB0012974
CE2011[m],hypothiocyanite,1,,HMDB12974,FALSE,[m],CE2011,CE2011.m.,HMDB0012974
tcynt[n],thiocyanate,1,C01755,HMDB01453,FALSE,[n],tcynt,tcynt.n.,HMDB0001453
CE2011[n],hypothiocyanite,1,,HMDB12974,FALSE,[n],CE2011,CE2011.n.,HMDB0012974
CE1936[c],spermine dialdehyde,1,,HMDB13076,FALSE,[c],CE1936,CE1936.c.,HMDB0013076
CE1936[x],spermine dialdehyde,1,,HMDB13076,FALSE,[x],CE1936,CE1936.x.,HMDB0013076
CE1787[c],1-deoxy-1-(N6-lysino)-D-fructose,1,,,FALSE,[c],CE1787,CE1787.c.,
CE2846[c],fructoselysine 3-phosphate,1,,,FALSE,[c],CE2846,CE2846.c.,
CE2847[c],fructoseglycine,1,,,FALSE,[c],CE2847,CE2847.c.,
CE2848[c],fructoseglycine ketone 3-phosphate,1,,,FALSE,[c],CE2848,CE2848.c.,
CE2870[g],"3,3'-diiodo-L-thyronine 4'-O-sulfate",1,,,FALSE,[g],CE2870,CE2870.g.,
CE2866[g],"3,3'-diiodo-L-thyronine",1,,,FALSE,[g],CE2866,CE2866.g.,
CE2870[r],"3,3'-diiodo-L-thyronine 4'-O-sulfate",1,,,FALSE,[r],CE2870,CE2870.r.,
CE2873[c],"3',5'-diiodo-L-thyronine 4'-O-sulfate",1,,,FALSE,[c],CE2873,CE2873.c.,
CE2873[g],"3',5'-diiodo-L-thyronine 4'-O-sulfate",1,,,FALSE,[g],CE2873,CE2873.g.,
CE2872[g],"3',5'-diiodo-L-thyronine",1,,,FALSE,[g],CE2872,CE2872.g.,
CE2873[r],"3',5'-diiodo-L-thyronine 4'-O-sulfate",1,,,FALSE,[r],CE2873,CE2873.r.,
CE2875[c],3'-monoiodo-L-thyronine 4'-O-sulfate,1,,,FALSE,[c],CE2875,CE2875.c.,
CE2874[c],3'-monoiodo-L-thyronine,1,,,FALSE,[c],CE2874,CE2874.c.,
CE2875[g],3'-monoiodo-L-thyronine 4'-O-sulfate,1,,,FALSE,[g],CE2875,CE2875.g.,
CE2874[g],3'-monoiodo-L-thyronine,1,,,FALSE,[g],CE2874,CE2874.g.,
CE2875[r],3'-monoiodo-L-thyronine 4'-O-sulfate,1,,,FALSE,[r],CE2875,CE2875.r.,
CE2874[r],3'-monoiodo-L-thyronine,1,,,FALSE,[r],CE2874,CE2874.r.,
CE2876[c],"3',5'-diiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[c],CE2876,CE2876.c.,
CE2876[r],"3',5'-diiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[r],CE2876,CE2876.r.,
CE2877[c],"3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[c],CE2877,CE2877.c.,
thyox_L[r],L-thyroxine,1,C01829,HMDB00248,FALSE,[r],thyox_L,thyox_L.r.,HMDB0000248
CE2877[r],"3,5,3',5'-tetraiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[r],CE2877,CE2877.r.,
CE2754[c],"3,3',5' - triiodothyronine",1,,,FALSE,[c],CE2754,CE2754.c.,
CE2878[c],"3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[c],CE2878,CE2878.c.,
CE2754[r],"3,3',5' - triiodothyronine",1,,,FALSE,[r],CE2754,CE2754.r.,
CE2878[r],"3,3',5'-triiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[r],CE2878,CE2878.r.,
CE2879[c],"3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[c],CE2879,CE2879.c.,
triodthy[r],"3,3',5-triiodo-L-thyronine",1,C02465,HMDB00265,FALSE,[r],triodthy,triodthy.r.,HMDB0000265
CE2879[r],"3,5,3'-triiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[r],CE2879,CE2879.r.,
CE2880[c],"3,3'-diiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[c],CE2880,CE2880.c.,
CE2880[r],"3,3'-diiodo-L-thyronine-beta-D-glucuronoside",1,,,FALSE,[r],CE2880,CE2880.r.,
CE2881[c],"3,5,3',5'-tetraiodothyroacetate",1,,,FALSE,[c],CE2881,CE2881.c.,
CE2885[c],"3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[c],CE2885,CE2885.c.,
CE2881[r],"3,5,3',5'-tetraiodothyroacetate",1,,,FALSE,[r],CE2881,CE2881.r.,
CE2885[r],"3,5,3',5'-tetraiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[r],CE2885,CE2885.r.,
CE2882[c],"3,3',5'-triiodothyroacetate",1,,,FALSE,[c],CE2882,CE2882.c.,
CE2886[c],"3,3',5'-triiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[c],CE2886,CE2886.c.,
CE2882[r],"3,3',5'-triiodothyroacetate",1,,,FALSE,[r],CE2882,CE2882.r.,
CE2886[r],"3,3',5'-triiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[r],CE2886,CE2886.r.,
CE2883[c],"3,5,3'-triiodothyroacetate",1,,,FALSE,[c],CE2883,CE2883.c.,
CE2887[c],"3,5,3'-triiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[c],CE2887,CE2887.c.,
CE2883[r],"3,5,3'-triiodothyroacetate",1,,,FALSE,[r],CE2883,CE2883.r.,
CE2887[r],"3,5,3'-triiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[r],CE2887,CE2887.r.,
CE2884[c],"3',5'-diiodothyroacetate",1,,,FALSE,[c],CE2884,CE2884.c.,
CE2888[c],"3',5'-diiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[c],CE2888,CE2888.c.,
CE2884[r],"3',5'-diiodothyroacetate",1,,,FALSE,[r],CE2884,CE2884.r.,
CE2888[r],"3',5'-diiodothyroacetate-beta-D-glucuronoside",1,,,FALSE,[r],CE2888,CE2888.r.,
CE2915[c],beta-casomorphin,1,,,FALSE,[c],CE2915,CE2915.c.,
CE4722[c],beta-casomorphin (1-6),1,,,FALSE,[c],CE4722,CE4722.c.,
CE2916[c],neocasomorphin,1,,,FALSE,[c],CE2916,CE2916.c.,
CE4723[c],neocasomorphin (1-5),1,,,FALSE,[c],CE4723,CE4723.c.,
CE2917[c],apelin-13,1,,HMDB12894,FALSE,[c],CE2917,CE2917.c.,HMDB0012894
CE4724[c],apelin (1-12),1,,,FALSE,[c],CE4724,CE4724.c.,
malthp[c],maltoheptaose,1,,HMDB13000,FALSE,[c],malthp,malthp.c.,HMDB0013000
CE2839[c],maltodecaose,1,,HMDB12999,FALSE,[c],CE2839,CE2839.c.,HMDB0012999
CE2838[c],maltononaose,1,,HMDB13001,FALSE,[c],CE2838,CE2838.c.,HMDB0013001
CE1950[c],cyanosulfurous acid anion,1,,HMDB12916,FALSE,[c],CE1950,CE1950.c.,HMDB0012916
cynt[c],Cyanate,1,C01417,HMDB02078,FALSE,[c],cynt,cynt.c.,HMDB0002078
CE1950[l],cyanosulfurous acid anion,1,,HMDB12916,FALSE,[l],CE1950,CE1950.l.,HMDB0012916
cynt[l],Cyanate,1,C01417,HMDB02078,FALSE,[l],cynt,cynt.l.,HMDB0002078
so3[l],Sulfite,1,C00094,HMDB00240,FALSE,[l],so3,so3.l.,HMDB0000240
CE1950[n],cyanosulfurous acid anion,1,,HMDB12916,FALSE,[n],CE1950,CE1950.n.,HMDB0012916
cynt[n],Cyanate,1,C01417,HMDB02078,FALSE,[n],cynt,cynt.n.,HMDB0002078
so3[n],Sulfite,1,C00094,HMDB00240,FALSE,[n],so3,so3.n.,HMDB0000240
C01836[c],Neurotensin,1,,,FALSE,[c],C01836,C01836.c.,
CE2862[c],neurotensin 1-10,1,,HMDB13023,FALSE,[c],CE2862,CE2862.c.,HMDB0013023
CE2863[c],neurotensin 11-13,1,,HMDB13024,FALSE,[c],CE2863,CE2863.c.,HMDB0013024
C01836[m],Neurotensin,1,,,FALSE,[m],C01836,C01836.m.,
CE2862[m],neurotensin 1-10,1,,HMDB13023,FALSE,[m],CE2862,CE2862.m.,HMDB0013023
CE2863[m],neurotensin 11-13,1,,HMDB13024,FALSE,[m],CE2863,CE2863.m.,HMDB0013024
CE2858[c],dynorphin A 1-8,1,,HMDB12933,FALSE,[c],CE2858,CE2858.c.,HMDB0012933
CE2890[c],dynorphin A (6-8),1,,HMDB12932,FALSE,[c],CE2890,CE2890.c.,HMDB0012932
CE2891[c],dynorphin B,1,,HMDB12938,FALSE,[c],CE2891,CE2891.c.,HMDB0012938
CE4753[c],dynorphin B (10-13),1,,HMDB12936,FALSE,[c],CE4753,CE4753.c.,HMDB0012936
CE4754[c],dynorphin B (6-9),1,,HMDB12937,FALSE,[c],CE4754,CE4754.c.,HMDB0012937
CE0737[c],malonic dialdehyde,1,C19440,HMDB06112,FALSE,[c],CE0737,CE0737.c.,HMDB0006112
CE1243[c],12S-HHT,1,,HMDB12535,FALSE,[c],CE1243,CE1243.c.,HMDB0012535
17ahprgstrn[m],17alpha-hydroxyprogesterone,1,C01176,HMDB00374,FALSE,[m],17ahprgstrn,X17ahprgstrn.m.,HMDB0000374
andrstndn[m],"androst-4-ene-3,17-dione",1,C00280,HMDB00053,FALSE,[m],andrstndn,andrstndn.m.,HMDB0000053
CE1352[c],17alpha-hydroxypregnenolone sulfate,1,,HMDB00416,FALSE,[c],CE1352,CE1352.c.,HMDB0000416
CE1352[g],17alpha-hydroxypregnenolone sulfate,1,,HMDB00416,FALSE,[g],CE1352,CE1352.g.,HMDB0000416
17ahprgnlone[g],17alpha-hydroxypregnenolone,1,C05138,HMDB00363,FALSE,[g],17ahprgnlone,X17ahprgnlone.g.,HMDB0000363
CE1352[l],17alpha-hydroxypregnenolone sulfate,1,,HMDB00416,FALSE,[l],CE1352,CE1352.l.,HMDB0000416
17ahprgnlone[l],17alpha-hydroxypregnenolone,1,C05138,HMDB00363,FALSE,[l],17ahprgnlone,X17ahprgnlone.l.,HMDB0000363
CE1352[r],17alpha-hydroxypregnenolone sulfate,1,,HMDB00416,FALSE,[r],CE1352,CE1352.r.,HMDB0000416
chsterols[g],cholesterol sulfate,1,C18043,HMDB00653,FALSE,[g],chsterols,chsterols.g.,HMDB0000653
chsterols[l],cholesterol sulfate,1,C18043,HMDB00653,FALSE,[l],chsterols,chsterols.l.,HMDB0000653
chsterols[r],cholesterol sulfate,1,C18043,HMDB00653,FALSE,[r],chsterols,chsterols.r.,HMDB0000653
17ahprgnlone[m],17alpha-hydroxypregnenolone,1,C05138,HMDB00363,FALSE,[m],17ahprgnlone,X17ahprgnlone.m.,HMDB0000363
dhea[m],3beta-hydroxyandrost-5-en-17-one,1,C01227,HMDB00077,FALSE,[m],dhea,dhea.m.,HMDB0000077
prgnlones[g],pregnenolone sulfate,1,C18044,HMDB00774,FALSE,[g],prgnlones,prgnlones.g.,HMDB0000774
prgnlone[g],pregnenolone,1,C01953,HMDB00253,FALSE,[g],prgnlone,prgnlone.g.,HMDB0000253
prgnlones[l],pregnenolone sulfate,1,C18044,HMDB00774,FALSE,[l],prgnlones,prgnlones.l.,HMDB0000774
prgnlone[l],pregnenolone,1,C01953,HMDB00253,FALSE,[l],prgnlone,prgnlone.l.,HMDB0000253
prgnlones[r],pregnenolone sulfate,1,C18044,HMDB00774,FALSE,[r],prgnlones,prgnlones.r.,HMDB0000774
Lkynr[m],L-kynurenine,1,C00328,HMDB00684,FALSE,[m],Lkynr,Lkynr.m.,HMDB0000684
kynate[m],kynurenate,1,C01717,HMDB00715,FALSE,[m],kynate,kynate.m.,HMDB0000715
n8aspmd[c],N(8)-acetylspermidinium(2+),1,C01029,HMDB02189,FALSE,[c],n8aspmd,n8aspmd.c.,HMDB0002189
CE1059[c],"N1,N8-diacetylspermidine",1,,,FALSE,[c],CE1059,CE1059.c.,
CE2028[c],beta-hydroxy-beta-methylbutyrate,1,,HMDB00754,FALSE,[c],CE2028,CE2028.c.,HMDB0000754
CE2201[m],"23S,25-dihydroxyvitamin D3",1,,HMDB06720,FALSE,[m],CE2201,CE2201.m.,HMDB0006720
CE2204[c],"25-hydroxyvitamin D3-26,23-lactone",1,,,FALSE,[c],CE2204,CE2204.c.,
CE2204[m],"25-hydroxyvitamin D3-26,23-lactone",1,,,FALSE,[m],CE2204,CE2204.m.,
C01507[c],L-Iditol,1,C01507,HMDB11632,FALSE,[c],C01507,C01507.c.,HMDB0011632
srb_L[c],L-Sorbose,1,C08356,HMDB01266,FALSE,[c],srb_L,srb_L.c.,HMDB0001266
CE0469[c],gama-L-glutamyl-L-alanine,1,,,FALSE,[c],CE0469,CE0469.c.,
C03693[c],"D-Mannose 1,6-bisphosphate",1,C03693,,FALSE,[c],C03693,C03693.c.,
lnlc[m],linoleate,1,C01595,HMDB00673,FALSE,[m],lnlc,lnlc.m.,HMDB0000673
lnlc[x],linoleate,1,C01595,HMDB00673,FALSE,[x],lnlc,lnlc.x.,HMDB0000673
CE2418[c],"(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA",1,,HMDB12473,FALSE,[c],CE2418,CE2418.c.,HMDB0012473
CE2422[c],"3-oxo-cis,cis-7,10-hexadecadienoyl-CoA",1,,,FALSE,[c],CE2422,CE2422.c.,
CE2417[c],"3(S)-hydroxy-5Z,8Z-tetradecadienoyl-CoA",1,,,FALSE,[c],CE2417,CE2417.c.,
CE2424[c],"3-oxo-cis,cis-5,8-tetradecadienoyl-CoA",1,,,FALSE,[c],CE2424,CE2424.c.,
CE2420[c],(3S)-3-hydroxydodec-cis-6-enoyl-CoA,1,,HMDB12476,FALSE,[c],CE2420,CE2420.c.,HMDB0012476
CE0693[c],3-oxolaur-6-cis-enoyl-CoA,1,,,FALSE,[c],CE0693,CE0693.c.,
ptrc[x],Putrescine,1,C00134,HMDB01414,FALSE,[x],ptrc,ptrc.x.,HMDB0001414
C03413[x],"N(1),N(12)-diacetylsperminium(2+)",1,C03413,HMDB02172,FALSE,[x],C03413,C03413.x.,HMDB0002172
CE2180[l],4-hydroxyestrone,1,,HMDB05895,FALSE,[l],CE2180,CE2180.l.,HMDB0005895
CE2180[r],4-hydroxyestrone,1,,HMDB05895,FALSE,[r],CE2180,CE2180.r.,HMDB0005895
C05298[l],2-Hydroxyestrone,1,C05298,HMDB00343,FALSE,[l],C05298,C05298.l.,HMDB0000343
CE2183[c],2-hydroxy-3-methoxy-17beta-estradiol,1,,,FALSE,[c],CE2183,CE2183.c.,
CE2186[c],4-methoxy-17beta-estradiol,1,C05302,HMDB12782,FALSE,[c],CE2186,CE2186.c.,HMDB0012782
CE2189[c],4-methoxyestrone,1,,,FALSE,[c],CE2189,CE2189.c.,
C05299[c],2-Methoxyestrone,1,C05299,HMDB00010,FALSE,[c],C05299,C05299.c.,HMDB0000010
C05299[r],2-Methoxyestrone,1,C05299,HMDB00010,FALSE,[r],C05299,C05299.r.,HMDB0000010
CE2184[c],2-hydroxy-3-methoxyestrone,1,,HMDB11195,FALSE,[c],CE2184,CE2184.c.,HMDB0011195
CE2179[r],4-hydroxy-17beta-estradiol,1,C14209,HMDB05896,FALSE,[r],CE2179,CE2179.r.,HMDB0005896
CE5239[c],2-hydroxy-17beta-estradiol-4-S-glutathione,1,,,FALSE,[c],CE5239,CE5239.c.,
CE5239[m],2-hydroxy-17beta-estradiol-4-S-glutathione,1,,,FALSE,[m],CE5239,CE5239.m.,
CE5239[r],2-hydroxy-17beta-estradiol-4-S-glutathione,1,,,FALSE,[r],CE5239,CE5239.r.,
CE5239[x],2-hydroxy-17beta-estradiol-4-S-glutathione,1,,,FALSE,[x],CE5239,CE5239.x.,
CE5277[c],aminochrome o-semiquinone,1,,,FALSE,[c],CE5277,CE5277.c.,
CE5278[c],dopachrome o-semiquinone,1,,HMDB12931,FALSE,[c],CE5278,CE5278.c.,HMDB0012931
CE5256[c],"estrone-2,3-semiquinone",1,,,FALSE,[c],CE5256,CE5256.c.,
CE5255[c],"estrone-3,4-semiquinone",1,,,FALSE,[c],CE5255,CE5255.c.,
CE5254[c],"17beta-estradiol-2,3-semiquinone",1,,,FALSE,[c],CE5254,CE5254.c.,
CE5253[c],"17beta-estradiol-3,4-semiquinone",1,,,FALSE,[c],CE5253,CE5253.c.,
CE1918[m],5-hydroxytryptophol,1,,HMDB01855,FALSE,[m],CE1918,CE1918.m.,HMDB0001855
xol7a[c],20-hydroxycholesterol,1,C05500,,FALSE,[c],xol7a,xol7a.c.,
CE1277[c],"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol",1,,,FALSE,[c],CE1277,CE1277.c.,
CE1277[r],"5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol",1,,,FALSE,[r],CE1277,CE1277.r.,
CE1279[c],"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",1,,HMDB00556,FALSE,[c],CE1279,CE1279.c.,HMDB0000556
CE1279[r],"5beta-cholestane-3alpha,7alpha,12alpha,24R,25-pentol",1,,HMDB00556,FALSE,[r],CE1279,CE1279.r.,HMDB0000556
